country,YEAR1997,YEAR1998,YEAR1999,YEAR2000,YEAR2001,YEAR2002,YEAR2003,YEAR2004,YEAR2005,YEAR2006,YEAR2007,YEAR2008,YEAR2009,YEAR2010,YEAR2011,YEAR2012
SYR,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415,0.347143753923415
THA,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287,-0.479714095276287
TJK,0.499923017705927,0.499923017705927,0.499923017705927,0.499923017705927,0.499923017705927,0.499923017705927,0.499923017705927,0.499923017705927,0.499923017705927,0.462555066079294,0,-0.12807881773399,-0.12807881773399,-0.12807881773399,-0.12807881773399,-0.12807881773399
TKM,0.0511602787755138,0.0511602787755138,0.703813399027505,0.703813399027505,0.703813399027505,0.703813399027505,0.703813399027505,0.672999363192529,0.672999363192529,0.672999363192529,0.540266313765575,0.540266313765575,0.540266313765575,0.540266313765575,0.540266313765575,0.30226125042078
TMP,0.16743648960739,0.16743648960739,0.16743648960739,0.16743648960739,0.16743648960739,0.16743648960739,0.432937181663837,0.505154639175258,0.505154639175258,0.505154639175258,0.505154639175258,0.505154639175258,0.505154639175258,0.505154639175258,0.505154639175258,0.505154639175258
TUR,0.36962192385046,0.495184380978667,0.563600779517329,0.447928057562036,0.470037823417028,0.444450920434283,0.413688957332832,0.426760889022383,0.426760889022383,0.418633302807324,0.625508947228559,0.336706869037378,0.460922215003391,0.573028193608481,0.313778464548761,0.490359392185615
TUV,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556
UKR,0.457600148786859,0.524521109459868,0.533724115677791,0.456406014113314,0.434514956810716,0.50371277364152,0.342695465383404,0.286867831822681,0.286867831822681,0.418017991234112,0.489149203211811,0.441585232862811,0.176979217616147,0.443186076015809,0.382562200791445,0.504296175077203
USA,0.467974279087454,0.438013077959294,0.420220266361617,0.436424196615297,0.408925070493572,0.40133091071632,0.336971814433309,0.376589476089658,0.376589476089658,0.235331446882064,0.237345230219933,0.289410150258617,0.296658104757227,0.144095384619366,0.398049356803334,0.408749522087558
UZB,0.463494781662926,0.55021605342412,0.425638718815482,0.425638718815482,0.425638718815482,0.425638718815482,0.58525446640605,-0.388399792853443,-0.388399792853443,-0.388399792853443,-0.388399792853443,0.703639514731369,0.703639514731369,0.363636363636363,0.363636363636363,0.363636363636363
VAT,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828,0.60882800608828
VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WST,0.343168755939719,0.34285426933521,0.495140900204242,0.60517649463435,0.551947686387458,0.555995388913145,0.546193616780433,0.483826573001965,0.483826573001965,0.36506030407668,0.468469803734328,0.480972910656453,0.186871134669424,0.454531471616648,0.403166765510457,0.440490577969155
